time(ms),altitude(m),accel_y(m/s^2),bmpVel(m/s),imu_vel(m/s),imualt(m)
16856.0,3324.56,-11.144,48.184,49.34,3332.93
16906.0,3326.95,-11.096,47.88,48.785,3335.37
16956.0,3329.32,-10.902,47.38,48.24,3337.78
17006.0,3331.66,-10.72,46.74,47.704,3340.17
17056.0,3333.97,-10.651,46.14,47.171,3342.53
17106.0,3336.25,-10.534,45.64,46.644,3344.86
17156.0,3338.51,-10.444,45.2,46.122,3347.17
17206.0,3340.74,-10.391,44.62,45.602,3349.45
17256.0,3342.95,-10.33,44.14,45.085,3351.7
17306.0,3345.13,-10.366,43.54,44.567,3353.93
17356.0,3347.28,-10.208,43.02,44.057,3356.13
17406.0,3349.41,-10.129,42.6,43.551,3358.31
17454.0,3351.45,-10.212,42.417,43.061,3360.38
17504.0,3353.53,-10.412,41.5,42.54,3362.51
17554.0,3355.58,-10.422,40.94,42.019,3364.61
17604.0,3357.6,-10.377,40.48,41.5,3366.69
17654.0,3359.6,-10.456,40.08,40.977,3368.74
17704.0,3361.58,-10.556,39.56,40.449,3370.76
17754.0,3363.53,-10.636,38.92,39.917,3372.76
17804.0,3365.45,-10.648,38.36,39.385,3374.73
17854.0,3367.34,-10.709,37.84,38.85,3376.67
17904.0,3369.21,-10.811,37.4,38.309,3378.59
17954.0,3371.05,-10.666,36.82,37.776,3380.48
18004.0,3372.86,-10.691,36.3,37.241,3382.34
18054.0,3374.65,-10.536,35.86,36.714,3384.18
18104.0,3376.41,-10.504,35.28,36.189,3385.99
18154.0,3378.15,-10.323,34.78,35.673,3387.77
18204.0,3379.86,-10.271,34.16,35.159,3389.53
18254.0,3381.54,-10.283,33.64,34.645,3391.26
18304.0,3383.2,-10.208,33.18,34.135,3392.97
18354.0,3384.83,-10.105,32.64,33.63,3394.65
18404.0,3386.44,-9.987,32.18,33.131,3396.31
18454.0,3388.02,-9.856,31.62,32.638,3397.94
18504.0,3389.58,-9.884,31.16,32.144,3399.55
18554.0,3391.11,-9.854,30.62,31.651,3401.13
18604.0,3392.62,-9.771,30.18,31.162,3402.69
18654.0,3394.1,-9.836,29.64,30.67,3404.22
18704.0,3395.56,-9.897,29.22,30.175,3405.73
18754.0,3397.0,-9.74,28.72,29.688,3407.21
18804.0,3398.41,-9.818,28.1,29.197,3408.67
18854.0,3399.79,-9.838,27.62,28.705,3410.11
18904.0,3401.15,-9.896,27.24,28.21,3411.52
18954.0,3402.49,-9.934,26.76,27.713,3412.91
19004.0,3403.8,-10.059,26.18,27.21,3414.27
19054.0,3405.09,-10.148,25.7,26.703,3415.61
19104.0,3406.34,-10.183,25.1,26.194,3416.92
19154.0,3407.58,-10.246,24.82,25.682,3418.2
19204.0,3408.79,-10.39,24.2,25.162,3419.46
19254.0,3409.97,-10.486,23.68,24.638,3420.69
19304.0,3411.13,-10.449,23.22,24.116,3421.9
19354.0,3412.26,-10.453,22.64,23.593,3423.08
19404.0,3413.37,-10.42,22.14,23.072,3424.23
19454.0,3414.45,-10.446,21.54,22.55,3425.36
19504.0,3415.5,-10.425,21.0,22.029,3426.46
19554.0,3416.53,-10.338,20.52,21.512,3427.54
19604.0,3417.53,-10.267,19.96,20.999,3428.59
19654.0,3418.5,-10.187,19.46,20.49,3429.61
19704.0,3419.45,-10.081,19.06,19.986,3430.61
19754.0,3420.38,-9.995,18.56,19.486,3431.58
19804.0,3421.28,-9.97,17.94,18.988,3432.53
19854.0,3422.15,-9.819,17.44,18.497,3433.45
19904.0,3423.0,-9.742,17.06,18.01,3434.35
19954.0,3423.83,-9.664,16.58,17.527,3435.23
20004.0,3424.63,-9.617,16.0,17.046,3436.08
20054.0,3425.41,-9.601,15.56,16.566,3436.91
20104.0,3426.16,-9.571,15.04,16.087,3437.71
20154.0,3426.89,-9.516,14.64,15.611,3438.49
20204.0,3427.6,-9.605,14.14,15.131,3439.25
20254.0,3428.28,-9.552,13.58,14.653,3439.98
20304.0,3428.94,-9.463,13.16,14.18,3440.69
20354.0,3429.57,-9.458,12.64,13.707,3441.38
20404.0,3430.18,-9.496,12.26,13.232,3442.04
20454.0,3430.77,-9.542,11.8,12.755,3442.68
20504.0,3431.33,-9.542,11.26,12.278,3443.29
20554.0,3431.87,-9.521,10.84,11.802,3443.88
20604.0,3432.39,-9.542,10.36,11.325,3444.45
20654.0,3432.88,-9.54,9.8,10.848,3444.99
20704.0,3433.35,-9.516,9.34,10.372,3445.51
20754.0,3433.79,-9.478,8.84,9.898,3446.0
20804.0,3434.21,-9.455,8.44,9.425,3446.47
20854.0,3434.61,-9.428,7.98,8.954,3446.92
20904.0,3434.98,-9.442,7.44,8.482,3447.34
20954.0,3435.33,-9.526,7.02,8.006,3447.74
21004.0,3435.66,-9.616,6.54,7.525,3448.12
21054.0,3435.96,-9.607,5.98,7.045,3448.47
21104.0,3436.24,-9.629,5.52,6.564,3448.8
21154.0,3436.49,-9.604,5.0,6.084,3449.1
21204.0,3436.72,-9.628,4.58,5.603,3449.38
21254.0,3436.93,-9.622,4.1,5.122,3449.64
21304.0,3437.11,-9.597,3.52,4.642,3449.87
21354.0,3437.26,-9.625,3.08,4.161,3450.08
21404.0,3437.4,-9.599,2.74,3.681,3450.26
21454.0,3437.51,-9.618,2.14,3.2,3450.42
21504.0,3437.59,-9.645,1.64,2.718,3450.56
21554.0,3437.65,-9.635,1.26,2.236,3450.67
21604.0,3437.69,-9.647,0.8,1.754,3450.76
21654.0,3437.7,-9.654,0.26,1.271,3450.82
21704.0,3437.69,-9.667,-0.16,0.788,3450.86
21754.0,3437.66,-9.682,-0.66,0.304,3450.88
21804.0,3437.6,-9.691,-1.24,-0.181,3450.87
21854.0,3437.51,-9.697,-1.72,-0.666,3450.84
21904.0,3437.41,-9.707,-2.08,-1.151,3450.78
21954.0,3437.27,-9.724,-2.72,-1.637,3450.7
22004.0,3437.12,-9.724,-3.06,-2.123,3450.59
22054.0,3436.94,-9.739,-3.68,-2.61,3450.46
22104.0,3436.73,-9.771,-4.18,-3.099,3450.31
22154.0,3436.5,-9.77,-4.56,-3.588,3450.13
22204.0,3436.25,-9.785,-5.04,-4.077,3449.93
22254.0,3435.97,-9.791,-5.62,-4.567,3449.7
22304.0,3435.67,-9.835,-6.08,-5.059,3449.45
22354.0,3435.34,-9.808,-6.62,-5.549,3449.17
22404.0,3434.99,-9.899,-7.08,-6.044,3448.87
22454.0,3434.61,-9.916,-7.6,-6.54,3448.54
22504.0,3434.21,-9.943,-8.04,-7.037,3448.19
22554.0,3433.78,-10.047,-8.58,-7.539,3447.81
22604.0,3433.33,-10.07,-9.0,-8.043,3447.41
22654.0,3432.85,-10.121,-9.54,-8.549,3446.98
22656.0,3432.84,4.488,-6.5,-8.54,3446.96
22666.0,3432.74,4.441,-10.2,-8.496,3446.88
22676.0,3432.64,4.163,-10.2,-8.454,3446.8
22687.0,3432.53,3.894,-9.727,-8.411,3446.71
22698.0,3432.42,3.624,-9.636,-8.371,3446.62
22710.0,3432.31,3.356,-9.083,-8.331,3446.52
22728.0,3432.14,3.149,-9.222,-8.274,3446.37
22747.0,3431.96,2.873,-9.632,-8.219,3446.21
22768.0,3431.76,2.583,-9.571,-8.165,3446.04
22788.0,3431.57,2.267,-9.35,-8.12,3445.88
22809.0,3431.38,1.988,-9.238,-8.078,3445.71
22828.0,3431.2,1.677,-9.632,-8.046,3445.56
22846.0,3431.04,1.37,-9.111,-8.021,3445.42
22864.0,3430.86,1.114,-9.778,-8.001,3445.28
22894.0,3430.59,0.933,-8.967,-7.973,3445.04
22931.0,3430.25,0.7,-9.162,-7.947,3444.75
22995.0,3429.66,0.524,-9.203,-7.913,3444.24
23017.0,3429.46,-0.29,-9.045,-7.919,3444.07
23123.0,3428.49,-0.338,-9.151,-7.955,3443.23
23167.0,3428.08,-0.968,-9.25,-7.998,3442.88
23189.0,3427.89,-1.539,-8.864,-8.032,3442.7
23216.0,3427.63,-1.741,-9.741,-8.079,3442.48
23262.0,3427.2,-1.883,-9.348,-8.166,3442.1
23317.0,3426.68,-2.062,-9.4,-8.279,3441.64
23355.0,3426.31,-2.409,-9.684,-8.371,3441.32
23440.0,3425.49,-2.463,-9.612,-8.58,3440.59
23517.0,3424.73,-2.601,-9.883,-8.78,3439.91
23806.0,3421.72,-2.431,-10.405,-9.483,3437.17
24128.0,3418.18,-1.716,-10.988,-10.036,3433.94
24570.0,3413.1,-1.008,-11.495,-10.482,3429.31
25049.0,3407.42,-0.569,-11.852,-10.755,3424.16
25549.0,3401.39,-0.246,-12.05,-10.878,3418.72
26046.0,3395.39,0.145,-12.062,-10.806,3413.35
26311.0,3392.19,-0.282,-12.079,-10.881,3410.47
26811.0,3386.11,-0.116,-12.152,-10.939,3405.0
27111.0,3382.45,-0.105,-12.187,-10.97,3401.71
27611.0,3376.34,-0.042,-12.212,-10.991,3396.21
28111.0,3370.23,-0.016,-12.228,-10.999,3390.71
28611.0,3364.11,0.003,-12.246,-10.998,3385.21
28895.0,3360.64,0.139,-12.229,-10.959,3382.1
29143.0,3357.61,-0.04,-12.206,-10.969,3379.38
29336.0,3355.26,-0.004,-12.192,-10.97,3377.26
29790.0,3349.71,-0.025,-12.222,-10.981,3372.27
30290.0,3343.6,0.001,-12.218,-10.98,3366.78
30790.0,3337.49,0.003,-12.216,-10.979,3361.29
31098.0,3333.73,0.086,-12.198,-10.953,3357.92
31254.0,3331.84,-0.014,-12.135,-10.955,3356.21
31754.0,3325.74,0.007,-12.198,-10.951,3350.73
32254.0,3319.64,-0.011,-12.192,-10.957,3345.25
32754.0,3313.56,0.081,-12.166,-10.917,3339.79
33015.0,3310.38,-0.062,-12.199,-10.933,3336.94
33515.0,3304.28,-0.046,-12.19,-10.956,3331.46
34015.0,3298.19,-0.001,-12.184,-10.957,3325.98
34515.0,3292.09,0.012,-12.196,-10.951,3320.5
35015.0,3286.0,0.014,-12.182,-10.944,3315.03
35515.0,3279.91,-0.005,-12.184,-10.947,3309.56
35895.0,3275.28,0.09,-12.174,-10.913,3305.41
36271.0,3270.71,-0.04,-12.154,-10.928,3301.3
36771.0,3264.63,-0.011,-12.166,-10.934,3295.83
37109.0,3260.52,0.155,-12.157,-10.882,3292.15
37317.0,3258.01,-0.08,-12.077,-10.899,3289.88
37616.0,3254.37,-0.038,-12.171,-10.91,3286.62
38116.0,3248.29,-0.03,-12.152,-10.925,3281.16
38616.0,3242.21,0.001,-12.152,-10.925,3275.7
39116.0,3236.14,0.016,-12.148,-10.917,3270.24
39616.0,3230.07,0.07,-12.142,-10.882,3264.8
40116.0,3224.01,0.011,-12.118,-10.877,3259.36
40340.0,3221.3,0.011,-12.103,-10.875,3256.92
40840.0,3215.24,-0.028,-12.118,-10.889,3251.48
41340.0,3209.18,-0.026,-12.128,-10.902,3246.03
41840.0,3203.11,0.001,-12.144,-10.901,3240.58
42094.0,3200.03,0.175,-12.138,-10.857,3237.82
42432.0,3195.94,0.001,-12.089,-10.857,3234.15
42778.0,3191.76,-0.058,-12.078,-10.877,3230.39
43039.0,3188.6,0.046,-12.103,-10.865,3227.55
43387.0,3184.39,0.14,-12.083,-10.816,3223.79
43887.0,3178.38,0.053,-12.026,-10.79,3218.4
44120.0,3175.58,-0.145,-12.026,-10.824,3215.88
44379.0,3172.45,-0.021,-12.104,-10.829,3213.08
44879.0,3166.41,-0.034,-12.082,-10.846,3207.66
45379.0,3160.37,-0.027,-12.088,-10.86,3202.23
45879.0,3154.33,0.049,-12.088,-10.835,3196.81
46240.0,3149.97,-0.051,-12.075,-10.853,3192.89
46502.0,3146.8,0.048,-12.092,-10.84,3190.05
46841.0,3142.71,-0.029,-12.053,-10.85,3186.37
47341.0,3136.67,-0.016,-12.082,-10.858,3180.94
47841.0,3130.62,0.009,-12.092,-10.854,3175.51
48341.0,3124.58,0.013,-12.076,-10.847,3170.09
48786.0,3119.21,0.122,-12.063,-10.793,3165.29
49140.0,3114.95,-0.079,-12.023,-10.821,3161.46
49640.0,3108.92,-0.019,-12.052,-10.83,3156.04
49978.0,3104.84,0.027,-12.062,-10.821,3152.38
50478.0,3098.81,-0.005,-12.052,-10.823,3146.97
50864.0,3094.16,0.007,-12.052,-10.82,3142.79
51265.0,3089.32,-0.011,-12.065,-10.824,3138.45
51765.0,3083.29,-0.002,-12.056,-10.825,3133.04
52265.0,3077.26,0.014,-12.054,-10.818,3127.63
52765.0,3071.24,0.012,-12.046,-10.812,3122.22
53265.0,3065.22,0.064,-12.038,-10.78,3116.83
53443.0,3063.09,0.083,-11.994,-10.765,3114.91
53943.0,3057.09,0.043,-12.002,-10.744,3109.54
54253.0,3053.37,-0.101,-12.006,-10.775,3106.2
54753.0,3047.36,-0.036,-12.024,-10.793,3100.8
55253.0,3041.34,-0.012,-12.036,-10.799,3095.4
55497.0,3038.42,0.205,-11.971,-10.749,3092.78
55613.0,3037.02,-0.074,-12.052,-10.758,3091.53
55981.0,3032.61,-0.055,-11.976,-10.778,3087.56
56481.0,3026.61,0.008,-12.006,-10.774,3082.17
56981.0,3020.6,-0.02,-12.022,-10.784,3076.78
57481.0,3014.59,0.023,-12.016,-10.773,3071.39
57823.0,3010.48,0.018,-12.012,-10.767,3067.71
58323.0,3004.48,0.013,-11.996,-10.76,3062.33
58823.0,2998.48,0.001,-11.992,-10.759,3056.95
59258.0,2993.26,-0.007,-11.989,-10.762,3052.27
59758.0,2987.26,-0.008,-11.992,-10.766,3046.89
60244.0,2981.43,0.058,-11.986,-10.738,3041.67
60744.0,2975.44,-0.026,-11.972,-10.751,3036.29
60961.0,2972.85,0.333,-11.931,-10.679,3033.97
61044.0,2971.86,-0.122,-11.88,-10.689,3033.08
61477.0,2966.69,-0.1,-11.94,-10.732,3028.43
61977.0,2960.7,-0.019,-11.974,-10.741,3023.06
62391.0,2955.74,0.023,-11.976,-10.731,3018.62
62891.0,2949.76,0.027,-11.96,-10.717,3013.26
63391.0,2943.79,0.036,-11.946,-10.699,3007.91
63549.0,2941.9,0.135,-11.968,-10.678,3006.22
64049.0,2935.95,0.1,-11.894,-10.628,3000.91
64265.0,2933.39,-0.159,-11.843,-10.662,2998.61
64621.0,2929.14,-0.103,-11.924,-10.699,2994.8
65073.0,2923.76,-0.029,-11.914,-10.712,2989.96
65547.0,2918.09,-0.007,-11.964,-10.715,2984.88
66047.0,2912.11,0.008,-11.952,-10.711,2979.52
66547.0,2906.14,-0.005,-11.944,-10.713,2974.16
67047.0,2900.17,0.06,-11.94,-10.683,2968.82
67547.0,2894.21,-0.025,-11.928,-10.695,2963.47
67852.0,2890.57,0.052,-11.951,-10.679,2960.21
68265.0,2885.64,-0.026,-11.942,-10.69,2955.8
68765.0,2879.67,-0.011,-11.938,-10.695,2950.45
69195.0,2874.55,0.068,-11.912,-10.666,2945.86
69695.0,2868.59,-0.034,-11.92,-10.683,2940.52
70195.0,2862.63,-0.003,-11.924,-10.684,2935.18
70695.0,2856.67,0.018,-11.924,-10.675,2929.84
71102.0,2851.82,0.021,-11.926,-10.666,2925.5
71602.0,2845.86,-0.013,-11.918,-10.673,2920.16
72028.0,2840.79,0.067,-11.892,-10.644,2915.63
72351.0,2836.95,-0.036,-11.892,-10.656,2912.19
72517.0,2834.98,0.204,-11.892,-10.622,2910.43
72635.0,2833.58,-0.041,-11.881,-10.627,2909.18
72743.0,2832.3,-0.053,-11.861,-10.633,2908.03
73243.0,2826.36,-0.047,-11.888,-10.656,2902.7
73542.0,2822.8,0.105,-11.893,-10.625,2899.52
73761.0,2820.2,-0.051,-11.881,-10.636,2897.19
73984.0,2817.55,0.006,-11.892,-10.635,2894.82
74484.0,2811.61,-0.014,-11.882,-10.642,2889.5
74864.0,2807.1,0.016,-11.861,-10.636,2885.46
75121.0,2804.06,0.219,-11.837,-10.58,2882.74
75551.0,2798.98,0.029,-11.823,-10.568,2878.2
75707.0,2797.13,-0.06,-11.859,-10.577,2876.55
75838.0,2795.58,-0.105,-11.847,-10.591,2875.16
76310.0,2789.99,-0.079,-11.845,-10.628,2870.14
76752.0,2784.75,0.064,-11.857,-10.6,2865.45
77027.0,2781.49,-0.049,-11.851,-10.613,2862.53
77527.0,2775.56,-0.022,-11.858,-10.624,2857.22
77740.0,2773.04,0.177,-11.826,-10.586,2854.97
78240.0,2767.14,0.097,-11.8,-10.537,2849.7
78740.0,2761.24,-0.058,-11.794,-10.566,2844.42
79240.0,2755.33,-0.057,-11.816,-10.595,2839.12
79422.0,2753.17,0.157,-11.863,-10.566,2837.2
79543.0,2751.75,-0.067,-11.736,-10.574,2835.92
79735.0,2749.47,-0.003,-11.849,-10.575,2833.89
79928.0,2747.2,-0.06,-11.788,-10.587,2831.85
80215.0,2743.8,-0.009,-11.833,-10.59,2828.81
80715.0,2737.89,-0.02,-11.828,-10.6,2823.51
80934.0,2735.3,0.153,-11.826,-10.566,2821.2
81086.0,2733.5,-0.053,-11.855,-10.574,2819.59
81251.0,2731.55,-0.032,-11.836,-10.579,2817.84
81751.0,2725.64,-0.007,-11.828,-10.583,2812.55
82251.0,2719.72,-0.024,-11.838,-10.595,2807.25
82751.0,2713.81,0.034,-11.824,-10.578,2801.96
82951.0,2711.45,0.12,-11.82,-10.554,2799.85
83094.0,2709.76,-0.054,-11.797,-10.562,2798.34
83264.0,2707.75,-0.029,-11.806,-10.567,2796.54
83687.0,2702.75,-0.033,-11.813,-10.581,2792.06
84187.0,2696.84,0.0,-11.816,-10.581,2786.77
84393.0,2694.42,0.354,-11.743,-10.508,2784.61
84639.0,2691.53,0.073,-11.728,-10.49,2782.03
84894.0,2688.54,-0.091,-11.737,-10.513,2779.35
85086.0,2686.27,-0.098,-11.807,-10.532,2777.33
85586.0,2680.38,-0.058,-11.782,-10.561,2772.05
86086.0,2674.49,0.057,-11.79,-10.533,2766.78
86462.0,2670.07,0.245,-11.742,-10.441,2762.85
86685.0,2667.47,-0.164,-11.655,-10.478,2760.51
87185.0,2661.6,-0.114,-11.746,-10.535,2755.24
87685.0,2655.7,-0.041,-11.79,-10.556,2749.96
87892.0,2653.27,0.264,-11.749,-10.501,2747.79
87990.0,2652.12,-0.086,-11.755,-10.509,2746.76
88357.0,2647.8,-0.074,-11.763,-10.536,2742.89
88857.0,2641.91,-0.022,-11.776,-10.547,2737.62
89357.0,2636.02,0.019,-11.78,-10.538,2732.35
89757.0,2631.32,0.159,-11.762,-10.474,2728.16
89941.0,2629.16,-0.107,-11.739,-10.494,2726.23
90441.0,2623.28,-0.076,-11.754,-10.532,2720.96
90671.0,2620.58,0.188,-11.743,-10.489,2718.55
90867.0,2618.29,-0.04,-11.704,-10.497,2716.49
91367.0,2612.41,-0.03,-11.752,-10.512,2711.23
91561.0,2610.13,0.124,-11.747,-10.488,2709.2
92061.0,2604.28,0.135,-11.692,-10.42,2703.99
92240.0,2602.2,-0.148,-11.642,-10.446,2702.12
92736.0,2596.39,-0.07,-11.718,-10.481,2696.92
92865.0,2594.88,0.286,-11.736,-10.444,2695.57
93046.0,2592.76,0.08,-11.696,-10.43,2693.68
93148.0,2591.57,-0.144,-11.657,-10.445,2692.61
93382.0,2588.84,-0.122,-11.679,-10.474,2690.16
93738.0,2584.67,-0.041,-11.719,-10.489,2686.43
93939.0,2582.3,0.003,-11.776,-10.488,2684.32
94422.0,2576.64,-0.028,-11.725,-10.502,2679.25
94922.0,2570.76,-0.015,-11.75,-10.51,2674.0
95422.0,2564.89,0.034,-11.73,-10.493,2668.75
95675.0,2561.93,0.052,-11.692,-10.48,2666.1
95991.0,2558.23,-0.031,-11.706,-10.49,2662.79
96484.0,2552.45,-0.016,-11.732,-10.498,2657.61
96984.0,2546.58,-0.0,-11.744,-10.498,2652.36
97309.0,2542.76,0.133,-11.738,-10.455,2648.96
97513.0,2540.38,-0.063,-11.672,-10.468,2646.82
97725.0,2537.9,0.006,-11.698,-10.467,2644.6
97986.0,2534.84,-0.038,-11.736,-10.477,2641.87
98441.0,2529.51,-0.009,-11.719,-10.481,2637.1
98941.0,2523.66,0.058,-11.71,-10.452,2631.87
99126.0,2521.5,0.074,-11.686,-10.438,2629.94
99420.0,2518.07,-0.024,-11.677,-10.445,2626.87
99920.0,2512.22,-0.032,-11.696,-10.461,2621.64
100073.0,2510.44,0.292,-11.66,-10.416,2620.05
100143.0,2509.61,-0.086,-11.786,-10.422,2619.32
100357.0,2507.12,-0.055,-11.645,-10.434,2617.09
100545.0,2504.93,0.114,-11.676,-10.413,2615.13
100781.0,2502.18,-0.034,-11.648,-10.421,2612.67
101025.0,2499.33,-0.079,-11.672,-10.44,2610.12
101525.0,2493.49,-0.031,-11.682,-10.455,2604.89
101790.0,2490.39,0.078,-11.698,-10.434,2602.12
102184.0,2485.79,-0.021,-11.673,-10.442,2598.01
102388.0,2483.41,0.051,-11.676,-10.432,2595.88
102631.0,2480.57,-0.033,-11.683,-10.44,2593.34
103131.0,2474.73,0.009,-11.674,-10.435,2588.12
103317.0,2472.56,0.144,-11.667,-10.408,2586.18
103817.0,2466.74,0.05,-11.634,-10.383,2580.99
104056.0,2463.96,-0.09,-11.615,-10.405,2578.5
104223.0,2462.02,-0.026,-11.599,-10.409,2576.76
104523.0,2458.53,0.046,-11.65,-10.395,2573.64
104656.0,2456.98,-0.042,-11.632,-10.401,2572.26
104891.0,2454.24,0.03,-11.66,-10.394,2569.82
105391.0,2448.42,-0.026,-11.64,-10.407,2564.62
105891.0,2442.59,-0.047,-11.656,-10.431,2559.4
106391.0,2436.76,0.004,-11.666,-10.429,2554.19
106891.0,2430.93,0.013,-11.67,-10.422,2548.98
107374.0,2425.3,0.01,-11.65,-10.417,2543.95
107590.0,2422.79,0.345,-11.62,-10.342,2541.72
107691.0,2421.61,-0.107,-11.663,-10.353,2540.67
107839.0,2419.9,-0.11,-11.561,-10.369,2539.14
108339.0,2414.08,-0.078,-11.632,-10.408,2533.94
108839.0,2408.26,-0.006,-11.64,-10.411,2528.73
109339.0,2402.44,0.077,-11.632,-10.372,2523.54
109839.0,2396.63,-0.052,-11.618,-10.398,2518.34
110178.0,2392.7,0.149,-11.602,-10.347,2514.83
110330.0,2390.93,-0.079,-11.645,-10.359,2513.26
110623.0,2387.53,-0.021,-11.604,-10.365,2510.22
110784.0,2385.67,-0.013,-11.547,-10.367,2508.55
111224.0,2380.57,0.031,-11.602,-10.353,2503.99
111724.0,2374.77,-0.01,-11.608,-10.358,2498.81
112087.0,2370.55,-0.045,-11.623,-10.374,2495.04
112479.0,2365.99,-0.002,-11.625,-10.375,2490.97
112605.0,2364.54,0.288,-11.532,-10.339,2489.67
113008.0,2359.88,0.169,-11.576,-10.271,2485.53
113390.0,2355.47,-0.107,-11.547,-10.312,2481.59
113890.0,2349.68,-0.094,-11.578,-10.359,2476.41
114390.0,2343.88,0.025,-11.594,-10.347,2471.24
114705.0,2340.24,-0.022,-11.559,-10.354,2467.98
115049.0,2336.25,-0.02,-11.602,-10.361,2464.42
115549.0,2330.45,-0.008,-11.606,-10.365,2459.24
115972.0,2325.55,0.052,-11.596,-10.343,2454.86
116472.0,2319.75,-0.024,-11.6,-10.355,2449.68
116669.0,2317.47,0.229,-11.574,-10.31,2447.65
116755.0,2316.47,-0.077,-11.628,-10.317,2446.76
116853.0,2315.34,-0.02,-11.51,-10.319,2445.75
117007.0,2313.55,-0.056,-11.597,-10.328,2444.16
117139.0,2312.03,-0.007,-11.492,-10.329,2442.8
117639.0,2306.25,0.003,-11.56,-10.328,2437.64
118139.0,2300.47,0.048,-11.556,-10.304,2432.49
118639.0,2294.69,-0.059,-11.554,-10.334,2427.32
119139.0,2288.91,-0.016,-11.57,-10.342,2422.15
119418.0,2285.68,0.132,-11.577,-10.305,2419.27
119595.0,2283.63,-0.057,-11.559,-10.315,2417.44
120095.0,2277.85,-0.038,-11.556,-10.334,2412.27
120595.0,2272.07,0.007,-11.568,-10.33,2407.1
120848.0,2269.15,0.26,-11.526,-10.264,2404.5
121006.0,2267.33,-0.077,-11.506,-10.276,2402.88
121506.0,2261.57,-0.061,-11.528,-10.306,2397.73
121916.0,2256.83,-0.015,-11.563,-10.312,2393.5
122141.0,2254.23,0.071,-11.569,-10.296,2391.18
122641.0,2248.46,0.01,-11.54,-10.291,2386.03
123141.0,2242.69,-0.03,-11.538,-10.306,2380.88
123641.0,2236.93,0.094,-11.52,-10.259,2375.75
123796.0,2235.15,0.073,-11.471,-10.248,2374.16
123901.0,2233.94,-0.096,-11.505,-10.258,2373.08
124401.0,2228.18,-0.078,-11.514,-10.297,2367.93
124742.0,2224.26,0.145,-11.504,-10.248,2364.44
125211.0,2218.87,-0.032,-11.486,-10.263,2359.63
125663.0,2213.67,-0.061,-11.509,-10.291,2354.98
126163.0,2207.9,-0.001,-11.534,-10.292,2349.83
126663.0,2202.14,0.055,-11.51,-10.264,2344.7
127163.0,2196.39,-0.012,-11.496,-10.27,2339.56
127508.0,2192.41,-0.006,-11.53,-10.272,2336.02
127871.0,2188.24,-0.016,-11.501,-10.278,2332.29
128371.0,2182.48,0.039,-11.518,-10.258,2327.16
128552.0,2180.41,0.127,-11.464,-10.235,2325.31
129052.0,2174.68,0.057,-11.47,-10.207,2320.21
129552.0,2168.96,0.046,-11.446,-10.184,2315.12
129696.0,2167.32,-0.004,-11.403,-10.185,2313.65
130033.0,2163.46,0.074,-11.445,-10.16,2310.23
130271.0,2160.74,-0.157,-11.408,-10.197,2307.8
130704.0,2155.79,-0.038,-11.427,-10.213,2303.38
131204.0,2150.06,-0.05,-11.462,-10.238,2298.26
131593.0,2145.59,-0.024,-11.488,-10.247,2294.27
131843.0,2142.73,0.183,-11.424,-10.201,2291.72
132027.0,2140.64,0.42,-11.386,-10.124,2289.86
132106.0,2139.73,-0.155,-11.519,-10.136,2289.06
132517.0,2135.04,-0.111,-11.409,-10.182,2284.88
133013.0,2129.4,0.101,-11.373,-10.132,2279.85
133180.0,2127.49,-0.159,-11.425,-10.159,2278.15
133680.0,2121.78,-0.105,-11.422,-10.212,2273.04
133983.0,2118.3,-0.027,-11.472,-10.22,2269.94
134483.0,2112.57,-0.029,-11.46,-10.235,2264.82
134983.0,2106.83,-0.004,-11.474,-10.237,2259.7
135483.0,2101.09,0.003,-11.47,-10.236,2254.58
135983.0,2095.36,0.011,-11.462,-10.231,2249.46
136483.0,2089.62,0.002,-11.47,-10.23,2244.35
136983.0,2083.89,0.016,-11.454,-10.222,2239.24
137483.0,2078.17,0.02,-11.448,-10.212,2234.13
137983.0,2072.44,-0.01,-11.46,-10.217,2229.02
138483.0,2066.72,0.017,-11.45,-10.209,2223.92
138983.0,2060.99,0.0,-11.456,-10.209,2218.82
139363.0,2056.66,0.147,-11.395,-10.153,2214.96
139514.0,2054.94,-0.067,-11.384,-10.163,2213.43
139759.0,2052.14,0.015,-11.424,-10.159,2210.94
140033.0,2049.02,-0.07,-11.394,-10.178,2208.15
140351.0,2045.39,0.042,-11.425,-10.165,2204.92
140851.0,2039.68,-0.039,-11.418,-10.184,2199.83
141351.0,2033.97,-0.026,-11.426,-10.197,2194.73
141851.0,2028.25,0.008,-11.438,-10.193,2189.63
142351.0,2022.54,0.032,-11.42,-10.177,2184.54
142851.0,2016.84,0.08,-11.396,-10.137,2179.47
143013.0,2015.01,0.055,-11.296,-10.128,2177.83
143090.0,2014.13,-0.09,-11.429,-10.135,2177.05
143264.0,2012.15,-0.049,-11.397,-10.144,2175.29
143764.0,2006.45,-0.055,-11.4,-10.171,2170.2
144264.0,2000.74,-0.015,-11.412,-10.178,2165.11
144432.0,1998.84,0.454,-11.333,-10.102,2163.41
144567.0,1997.3,0.065,-11.407,-10.093,2162.05
144972.0,1992.72,0.118,-11.304,-10.045,2157.98
145122.0,1991.03,-0.209,-11.253,-10.076,2156.47
145622.0,1985.36,-0.147,-11.348,-10.149,2151.4
145924.0,1981.91,0.03,-11.417,-10.14,2148.34
